date,iso_week,open,high,low,close,volume,market_capitalization,close_point_relative_normalization,volume_point_relative_normalization
2016-04-30,2016-17,455.18,455.59,447.7,448.32,69322600.0,7049460000.0,-0.022330774598743885,0.016484257695195126
2016-05-01,2016-18,448.48,452.48,447.93,451.88,40660100.0,6947430000.0,0.0,0.0
2016-05-02,2016-18,451.93,452.44,441.78,444.67,92127000.0,7002610000.0,-0.015955563423917796,1.2657839011709267
2016-05-03,2016-18,444.73,451.1,442.62,450.3,59366400.0,6892690000.0,-0.0034965034965034336,0.46006527283503984
2016-05-04,2016-18,450.18,450.38,445.63,446.72,50407300.0,6978950000.0,-0.011418960786049315,0.23972395542558922
2016-05-05,2016-18,446.71,448.51,445.88,447.98,50440800.0,6926990000.0,-0.008630609896432606,0.24054785895755293
2016-05-06,2016-18,447.94,461.38,447.07,459.6,72796800.0,6947800000.0,0.01708418164114378,0.7903743473331348
2016-05-07,2016-18,459.64,460.68,457.32,458.54,38364500.0,7131120000.0,0.014738426130831206,-0.056458296954508214
2016-05-08,2016-19,458.43,459.42,455.98,458.55,40315000.0,7114060000.0,0.0,0.0
2016-05-09,2016-19,458.21,462.48,456.53,460.48,55493100.0,7112510000.0,0.0042089194199106394,0.37648765968001974
2016-05-10,2016-19,460.52,461.93,448.95,450.89,58956100.0,7150370000.0,-0.01670483044379023,0.46238620860721813
2016-05-11,2016-19,450.86,454.58,450.86,452.73,50605200.0,7002230000.0,-0.01269218187765786,0.25524494604985737
2016-05-12,2016-19,452.45,454.95,449.25,454.77,59849300.0,7028330000.0,-0.008243375858685065,0.484541733845963
2016-05-13,2016-19,454.85,457.06,453.45,455.67,60845000.0,7067270000.0,-0.006280667320902822,0.5092397370705692
2016-05-14,2016-19,455.82,456.84,454.79,455.67,37209000.0,7084100000.0,-0.006280667320902822,-0.07704328413741779
2016-05-15,2016-20,455.76,458.69,455.46,457.57,28514000.0,7084760000.0,0.0,0.0
2016-05-16,2016-20,457.59,458.2,452.94,454.16,59171500.0,7114740000.0,-0.007452411652861812,1.075173598933857
2016-05-17,2016-20,454.01,455.07,453.61,453.78,64100300.0,7060730000.0,-0.008282885678694063,1.2480290383671178
2016-05-18,2016-20,453.69,456.0,453.3,454.62,86850100.0,7057390000.0,-0.006447100990012444,2.0458757101774565
2016-05-19,2016-20,454.52,454.63,438.71,438.71,96027400.0,7072090000.0,-0.04121773717682542,2.3677281335484324
2016-05-20,2016-20,437.79,444.05,437.39,442.68,81987900.0,6813080000.0,-0.032541469064842454,1.8753559654906362
2016-05-21,2016-20,442.97,443.78,441.71,443.19,42762300.0,6895230000.0,-0.031426885503857305,0.4996948867223119
2016-05-22,2016-21,443.22,443.43,439.04,439.32,39657600.0,6900700000.0,0.0,0.0
2016-05-23,2016-21,439.35,444.35,438.82,444.15,50582500.0,6842470000.0,0.010994263862332598,0.2754806140563222
2016-05-24,2016-21,444.29,447.1,443.93,445.98,65783100.0,6921460000.0,0.015159792406446382,0.6587766279351246
2016-05-25,2016-21,446.06,450.3,446.06,449.6,65231000.0,6950690000.0,0.02339979969043071,0.6448549584442831
2016-05-26,2016-21,449.67,453.64,447.9,453.38,65203800.0,7008500000.0,0.03200400619138666,0.6441690873880417
2016-05-27,2016-21,453.52,478.15,453.52,473.46,164781000.0,7070010000.0,0.07771100792133301,3.1550925925925926
2016-05-28,2016-21,473.03,533.47,472.7,530.04,181199000.0,7375780000.0,0.2065009560229445,3.5690863794077305
2016-05-29,2016-22,527.48,553.96,512.18,526.23,148737000.0,8226500000.0,0.0,0.0
2016-05-30,2016-22,528.47,544.35,522.96,533.86,87958700.0,8243960000.0,0.014499363396233589,-0.4086293255881186
2016-05-31,2016-22,534.19,546.62,520.66,531.39,138450000.0,8335100000.0,0.009805598312524921,-0.0691623469614151
2016-06-01,2016-22,531.11,543.08,525.64,536.92,86061800.0,8288680000.0,0.020314311232730864,-0.42138270907709585
2016-06-02,2016-22,536.51,540.35,533.08,537.97,60378200.0,8375000000.0,0.022309636470744687,-0.5940606574019914
2016-06-03,2016-22,537.68,574.64,536.92,569.19,122020000.0,8395070000.0,0.08163730688102167,-0.17962578242132088
2016-06-04,2016-22,569.71,590.13,564.24,572.73,94925300.0,8897080000.0,0.08836440339775375,-0.3617909464356549
2016-06-05,2016-23,573.31,582.81,569.18,574.98,68874100.0,8955060000.0,0.0,0.0
2016-06-06,2016-23,574.6,586.47,574.6,585.54,72138900.0,8977700000.0,0.01836585620369391,0.04740243429678204
2016-06-07,2016-23,585.45,590.26,567.51,576.6,107770000.0,9149580000.0,0.002817489303975851,0.5647391399669832
2016-06-08,2016-23,577.17,582.84,573.13,581.64,80265800.0,9022250000.0,0.01158301158301156,0.16539889450461054
2016-06-09,2016-23,582.2,582.2,570.95,574.63,71301000.0,9103080000.0,-0.000608716824933131,0.035236758084679076
2016-06-10,2016-23,575.84,579.13,573.33,577.47,66991900.0,9005920000.0,0.004330585411666421,-0.02732812479582314
2016-06-11,2016-23,578.67,607.12,578.67,606.73,82357000.0,9052360000.0,0.055219311976068663,0.19576154171161586
2016-06-12,2016-24,609.68,684.84,607.04,672.78,277085000.0,9539850000.0,0.0,0.0
2016-06-13,2016-24,671.65,716.0,664.49,704.38,243295000.0,10511900000.0,0.04696929159606422,-0.12194813865781262
2016-06-14,2016-24,704.5,704.5,662.8,685.56,186694000.0,11028900000.0,0.018995808436635953,-0.32622119566198093
2016-06-15,2016-24,685.68,696.3,672.56,694.47,99223800.0,10736600000.0,0.032239365022741495,-0.6419012216467871
2016-06-16,2016-24,696.52,773.72,696.52,766.31,271634000.0,10908900000.0,0.13902018490442636,-0.01967266362307596
2016-06-17,2016-24,768.49,775.36,716.56,748.91,363321000.0,12038900000.0,0.11315734712684677,0.3112257971380623
2016-06-18,2016-24,748.76,777.99,733.93,756.23,252718000.0,11732600000.0,0.12403757543327698,-0.08794052366602301
2016-06-19,2016-25,756.69,766.62,745.63,763.78,136185000.0,11859800000.0,0.0,0.0
2016-06-20,2016-25,763.93,764.08,732.73,737.23,174511000.0,11976700000.0,-0.03476131870433885,0.28142600139516105
2016-06-21,2016-25,735.88,735.88,639.07,666.65,309944000.0,11540000000.0,-0.12717012752363244,1.275904101039028
2016-06-22,2016-25,665.91,678.67,587.48,596.12,266393000.0,10445300000.0,-0.21951347246589326,0.9561111723023827
2016-06-23,2016-25,597.44,629.33,558.14,623.98,253462000.0,9373190000.0,-0.18303700018329883,0.861159452215736
2016-06-24,2016-25,625.58,681.73,625.27,665.3,224317000.0,9816730000.0,-0.12893765220351416,0.6471490986525681
2016-06-25,2016-25,665.28,691.73,646.56,665.12,126656000.0,10442000000.0,-0.12917332216083166,-0.06997099533722506
2016-06-26,2016-26,665.93,665.98,616.93,629.37,109225000.0,10454900000.0,0.0,0.0
2016-06-27,2016-26,629.35,655.27,620.52,655.27,122134000.0,9882840000.0,0.04115226337448563,0.11818722819867244
2016-06-28,2016-26,658.1,659.25,637.77,647.0,138385000.0,10336800000.0,0.02801213912325018,0.26697184710460053
2016-06-29,2016-26,644.12,644.68,628.28,639.89,142456000.0,10119600000.0,0.016715127826238962,0.30424353398947135
2016-06-30,2016-26,640.59,675.4,636.61,673.34,138980000.0,10066400000.0,0.0698635143079589,0.27241931792172114
2016-07-01,2016-26,672.51,686.15,669.59,676.3,134431000.0,10570600000.0,0.07456663012218567,0.2307713435568779
2016-07-02,2016-26,676.73,703.7,676.4,703.7,112354000.0,10639600000.0,0.11810222921334046,0.028647287708857938
2016-07-03,2016-27,704.97,704.97,649.01,658.66,129512000.0,11086100000.0,0.0,0.0
2016-07-04,2016-27,658.8,683.66,650.51,683.66,92008400.0,10362700000.0,0.03795584975556432,-0.2895762554821175
2016-07-05,2016-27,683.21,683.49,665.07,670.63,130476000.0,10749100000.0,0.018173260862964336,0.007443325714991733
2016-07-06,2016-27,670.42,681.9,670.42,677.33,134961000.0,10550300000.0,0.02834542859745559,0.04207332139106801
2016-07-07,2016-27,678.09,682.43,611.83,640.56,258091000.0,10673400000.0,-0.027480035223028554,0.9927960343443079
2016-07-08,2016-27,640.69,666.71,636.47,666.52,141970000.0,10086900000.0,0.011933319163149436,0.096191858669467
2016-07-09,2016-27,666.38,666.38,633.4,650.96,180536000.0,10493800000.0,-0.011690401724713695,0.3939712150225463
2016-07-10,2016-28,650.6,652.29,641.26,649.36,102532000.0,10247300000.0,0.0,0.0
2016-07-11,2016-28,648.48,659.63,644.98,647.66,107910000.0,10215200000.0,-0.0026179623013429243,0.05245191745016187
2016-07-12,2016-28,648.28,675.26,646.78,664.55,138173000.0,10213100000.0,0.02339226315141052,0.34760855147661207
2016-07-13,2016-28,664.8,668.7,654.47,654.47,131449000.0,10474500000.0,0.007869286682271825,0.2820290250848516
2016-07-14,2016-28,652.92,662.9,652.92,658.08,98511400.0,10288400000.0,0.013428606628064665,-0.039213123707720565
2016-07-15,2016-28,659.17,667.08,659.04,663.25,81673100.0,10387900000.0,0.021390291979795473,-0.20343795107868767
2016-07-16,2016-28,663.78,666.46,659.33,660.77,50330200.0,10461700000.0,0.017571146975483565,-0.5091269067218039
2016-07-17,2016-29,661.99,682.37,661.99,679.46,74407900.0,10434700000.0,0.0,0.0
2016-07-18,2016-29,679.81,681.55,668.63,673.11,69465000.0,10716800000.0,-0.00934565684514177,-0.06642977425784091
2016-07-19,2016-29,672.74,673.28,667.63,672.86,61203300.0,10606500000.0,-0.009713596091013521,-0.17746233934837563
2016-07-20,2016-29,672.81,672.93,663.36,665.68,94636400.0,10608600000.0,-0.020280811232449403,0.2718595740506049
2016-07-21,2016-29,665.23,666.22,660.41,665.01,60491800.0,10490300000.0,-0.021266888411385576,-0.18702449605485438
2016-07-22,2016-29,664.92,666.58,646.72,650.62,134169000.0,10486600000.0,-0.04244547140376187,0.8031553101216402
2016-07-23,2016-29,650.73,656.37,648.52,655.56,69532200.0,10263700000.0,-0.03517499190533668,-0.06552664434824795
2016-07-24,2016-30,655.41,663.11,652.79,661.28,118184000.0,10338600000.0,0.0,0.0
2016-07-25,2016-30,661.26,661.83,653.39,654.1,78176500.0,10431900000.0,-0.010857730462134008,-0.3385187504230691
2016-07-26,2016-30,654.23,656.23,645.88,651.78,225135000.0,10321900000.0,-0.014366077909508834,0.9049532931699722
2016-07-27,2016-30,651.63,657.46,648.45,654.35,147461000.0,10281900000.0,-0.010479675780304842,0.2477238881743722
2016-07-28,2016-30,654.49,657.6,654.49,655.03,86428400.0,10328100000.0,-0.009451367045729464,-0.2686962702227036
2016-07-29,2016-30,655.11,657.8,654.79,656.99,60703500.0,10338900000.0,-0.006487418340188622,-0.4863644825018615
2016-07-30,2016-30,657.01,658.22,654.21,655.05,38456100.0,10370100000.0,-0.009421122671183224,-0.67460823800176
2016-07-31,2016-31,655.1,655.28,624.37,624.68,110818000.0,10340900000.0,0.0,0.0
2016-08-01,2016-31,624.6,626.12,605.88,606.27,121887000.0,9860620000.0,-0.029471089197669165,0.09988449529859778
2016-08-02,2016-31,606.4,612.85,531.33,547.47,330933000.0,9574320000.0,-0.1235992828328103,1.98627479290368
2016-08-03,2016-31,548.66,573.36,541.55,566.36,207982000.0,8663670000.0,-0.0933598002177114,0.876788969301016
2016-08-04,2016-31,566.33,579.5,565.78,578.29,125292000.0,8943870000.0,-0.0742620221553435,0.13061055063256877
2016-08-05,2016-31,578.28,578.28,569.98,575.04,66127900.0,9133690000.0,-0.07946468591919065,-0.40327473876085107
2016-08-06,2016-31,575.03,588.4,569.47,587.78,80797300.0,9083510000.0,-0.05907024396491001,-0.27090093667093795
2016-08-07,2016-32,587.77,597.51,586.82,592.69,82398400.0,9285940000.0,0.0,0.0
2016-08-08,2016-32,592.74,592.99,588.05,591.05,61194100.0,9365440000.0,-0.00276704516695081,-0.2573387347327133
2016-08-09,2016-32,591.04,591.09,584.79,587.8,92228100.0,9339660000.0,-0.008250518820968944,0.1192947921318861
2016-08-10,2016-32,587.65,599.98,586.37,592.1,102905000.0,9286960000.0,-0.0009954613710372318,0.24887133730752042
2016-08-11,2016-32,592.12,597.54,589.12,589.12,74514400.0,9358770000.0,-0.0060233849061060996,-0.09568146954309797
2016-08-12,2016-32,588.8,589.91,583.81,587.56,69218000.0,9307250000.0,-0.008655452260034946,-0.15995941668770264
2016-08-13,2016-32,587.36,589.77,584.98,585.59,43563000.0,9285530000.0,-0.011979280905701217,-0.47131254975824777
2016-08-14,2016-33,585.59,585.67,564.78,570.47,60851100.0,9258730000.0,0.0,0.0
2016-08-15,2016-33,570.49,573.58,563.24,567.24,57262300.0,9021180000.0,-0.005661998001647794,-0.05897674816067422
2016-08-16,2016-33,567.24,581.74,566.72,577.44,58405200.0,8970770000.0,0.012217995687766381,-0.040194836247824606
2016-08-17,2016-33,577.76,580.89,571.43,573.22,54443000.0,9138030000.0,0.004820586533910598,-0.10530787446734735
2016-08-18,2016-33,573.71,577.79,573.43,574.32,59896600.0,9074760000.0,0.006748821147474882,-0.0156858298370941
2016-08-19,2016-33,574.34,578.24,574.18,575.63,50631600.0,9085820000.0,0.009045173278174001,-0.16794273234173251
2016-08-20,2016-33,576.08,582.82,575.46,581.7,45301400.0,9114500000.0,0.01968552246393318,-0.2555368760794793
2016-08-21,2016-34,581.94,584.16,580.22,581.31,38299400.0,9208210000.0,0.0,0.0
2016-08-22,2016-34,581.31,588.45,580.59,586.75,72844000.0,9199410000.0,0.009358173779910883,0.9019619106304537
2016-08-23,2016-34,586.77,589.47,581.63,583.41,85349200.0,9286930000.0,0.0036125303194509684,1.2284735531104927
2016-08-24,2016-34,583.41,583.59,579.86,580.18,56328200.0,9234800000.0,-0.0019438853623712227,0.4707332229747725
2016-08-25,2016-34,580.18,580.45,575.17,577.76,136130000.0,9184700000.0,-0.006106896492405034,2.5543637759338265
